Query,Sentiment
Can you help me?,Neutral
What's the time?,Neutral
What's the time?,Neutral
Just a quick question.,Neutral
Can you help me?,Neutral
I need some information.,Neutral
Could you provide more details?,Neutral
Can I ask you something?,Neutral
Could you explain this?,Neutral
Can I ask you something?,Neutral
Just a quick question.,Neutral
Can I ask you something?,Neutral
Could you explain this?,Neutral
Could you provide more details?,Neutral
I have a question.,Neutral
I need a bit of help.,Neutral
I need some information.,Neutral
I need some assistance.,Neutral
Could you explain this?,Neutral
I need some information.,Neutral
Could you provide more details?,Neutral
Just a quick question.,Neutral
Can I ask you something?,Neutral
I need a bit of help.,Neutral
Could you provide more details?,Neutral
Can you help me?,Neutral
I have a question.,Neutral
Could you explain this?,Neutral
Just a quick question.,Neutral
Can you help me?,Neutral
Can you help me?,Neutral
I have a question.,Neutral
Could you provide more details?,Neutral
I have a question.,Neutral
What's the time?,Neutral
Could you provide more details?,Neutral
Could you provide more details?,Neutral
I need some assistance.,Neutral
I need some information.,Neutral
Can you help me?,Neutral
Can I ask you something?,Neutral
Could you explain this?,Neutral
What's the time?,Neutral
What's the time?,Neutral
Could you explain this?,Neutral
I need a bit of help.,Neutral
I have a question.,Neutral
I need a bit of help.,Neutral
I need a bit of help.,Neutral
I need some assistance.,Neutral
I need some information.,Neutral
Could you explain this?,Neutral
Can you help me?,Neutral
Could you explain this?,Neutral
Can you help me?,Neutral
Can I ask you something?,Neutral
I need some information.,Neutral
I need some assistance.,Neutral
Just a quick question.,Neutral
Could you explain this?,Neutral
Just a quick question.,Neutral
Could you explain this?,Neutral
Could you explain this?,Neutral
Could you provide more details?,Neutral
I need some information.,Neutral
Could you explain this?,Neutral
Can you help me?,Neutral
I need some assistance.,Neutral
What's the time?,Neutral
Just a quick question.,Neutral
Can I ask you something?,Neutral
I need some assistance.,Neutral
I need some information.,Neutral
Could you explain this?,Neutral
I need some information.,Neutral
I have a question.,Neutral
Could you explain this?,Neutral
Just a quick question.,Neutral
Could you explain this?,Neutral
I need a bit of help.,Neutral
I need some information.,Neutral
Could you explain this?,Neutral
Hello!,Greeting
Hi!,Greeting
Good day!,Greeting
Greetings!,Greeting
Hey there!,Greeting
What's up?,Greeting
How's it going?,Greeting
Nice to see you!,Greeting
Welcome!,Greeting
Hello there!,Greeting
Hello!,Greeting
Hi!,Greeting
Good day!,Greeting
Greetings!,Greeting
Hey there!,Greeting
What's up?,Greeting
How's it going?,Greeting
Nice to see you!,Greeting
Welcome!,Greeting
Hello there!,Greeting
Hello!,Greeting
Hi!,Greeting
Good day!,Greeting
Greetings!,Greeting
Hey there!,Greeting
What's up?,Greeting
How's it going?,Greeting
Nice to see you!,Greeting
Welcome!,Greeting
Hello there!,Greeting
Goodbye!,Farewell
See you later!,Farewell
Take care!,Farewell
Bye!,Farewell
Catch you later!,Farewell
Farewell!,Farewell
Good night!,Farewell
See you soon!,Farewell
Until next time!,Farewell
Bye-bye!,Farewell
Goodbye!,Farewell
See you later!,Farewell
Take care!,Farewell
Bye!,Farewell
Catch you later!,Farewell
Farewell!,Farewell
Good night!,Farewell
See you soon!,Farewell
Until next time!,Farewell
Bye-bye!,Farewell
Goodbye!,Farewell
See you later!,Farewell
Take care!,Farewell
Bye!,Farewell
Catch you later!,Farewell
Farewell!,Farewell
Good night!,Farewell
See you soon!,Farewell
Until next time!,Farewell
Bye-bye!,Farewell
Good day! !,Greeting
Hey there! !,Greeting
Hey there!,Greeting
Welcome! !!,Greeting
What's up? !!,Greeting
What's up?,Greeting
What's up?,Greeting
Hello there!,Greeting
Hey there!,Greeting
Hello! !!,Greeting
Hello there!,Greeting
Hey there!,Greeting
What's up? !!,Greeting
Hey there!,Greeting
Good day! !!,Greeting
Hello there! !!,Greeting
Hi!,Greeting
Nice to see you! !!,Greeting
Hello! !,Greeting
Nice to see you!,Greeting
Good day! !,Greeting
Hey there!,Greeting
Hey there! !,Greeting
Greetings!,Greeting
Good day! !,Greeting
Welcome! !!,Greeting
Hey there! !,Greeting
Hello there!,Greeting
Hello! !,Greeting
Hello! !,Greeting
Hello there! !!,Greeting
Hello there! !!,Greeting
Nice to see you! !,Greeting
Welcome! !!,Greeting
What's up?,Greeting
What's up? !,Greeting
Good day! !,Greeting
Hello there!,Greeting
What's up? !!,Greeting
Welcome! !,Greeting
How's it going? !,Greeting
Hello!,Greeting
How's it going? !!,Greeting
How's it going? !,Greeting
How's it going? !!,Greeting
Hello!,Greeting
How's it going? !,Greeting
Hey there! !!,Greeting
Good day! !!,Greeting
Greetings! !!,Greeting
Nice to see you!,Greeting
Hi! !!,Greeting
Hey there!,Greeting
What's up? !,Greeting
Hi! !!,Greeting
Hello! !,Greeting
Hi! !,Greeting
Nice to see you! !,Greeting
Nice to see you! !!,Greeting
How's it going?,Greeting
Good day!,Greeting
What's up? !!,Greeting
Welcome! !,Greeting
How's it going? !,Greeting
Good day! !,Greeting
Hello there!,Greeting
Hello there!,Greeting
Hi! !!,Greeting
How's it going?,Greeting
Good day!,Greeting
How's it going?,Greeting
What's up?,Greeting
Nice to see you! !!,Greeting
How's it going?,Greeting
Hello! !,Greeting
Hello!,Greeting
Greetings! !!,Greeting
Hi! !!,Greeting
How's it going? !!,Greeting
Welcome! !!,Greeting
Hello there! !,Greeting
Welcome!,Greeting
Greetings!,Greeting
Good day!,Greeting
Hi! !,Greeting
Hey there! !!,Greeting
What's up? !!,Greeting
How's it going? !,Greeting
Hello there!,Greeting
Nice to see you!,Greeting
What's up? !!,Greeting
Hello!,Greeting
Hello! !,Greeting
Hi! !!,Greeting
Hey there! !,Greeting
Hello!,Greeting
Hello! !!,Greeting
Hello there! !,Greeting
Welcome! !,Greeting
Good day! !,Greeting
Hey there!,Greeting
Hi! !!,Greeting
Hi!,Greeting
Hello there! !,Greeting
Greetings!,Greeting
Greetings!,Greeting
Hello! !,Greeting
Hi! !!,Greeting
How's it going? !!,Greeting
Hi! !,Greeting
How's it going? !!,Greeting
Hi!,Greeting
Nice to see you! !!,Greeting
How's it going? !,Greeting
Greetings! !!,Greeting
Good day! !,Greeting
Greetings!,Greeting
Hey there!,Greeting
Hey there!,Greeting
Welcome!,Greeting
Good day! !,Greeting
Hey there!,Greeting
Hello there! !,Greeting
Hi! !,Greeting
Greetings! !!,Greeting
Hey there!,Greeting
Hello!,Greeting
Hey there!,Greeting
Hello there! !,Greeting
What's up?,Greeting
How's it going?,Greeting
How's it going? !,Greeting
What's up? !!,Greeting
Hey there! !!,Greeting
Greetings!,Greeting
Hi!,Greeting
Hello! !!,Greeting
How's it going?,Greeting
Nice to see you! !,Greeting
Hey there!,Greeting
Hi! !!,Greeting
Hey there!,Greeting
Good day! !!,Greeting
What's up?,Greeting
Good day!,Greeting
Hey there!,Greeting
Greetings! !!,Greeting
Hello! !!,Greeting
Hello! !,Greeting
Good day!,Greeting
Hello! !,Greeting
Hello! !,Greeting
Nice to see you! !!,Greeting
Good day! !,Greeting
Nice to see you!,Greeting
Hey there! !!,Greeting
What's up? !,Greeting
Greetings! !!,Greeting
Hey there! !,Greeting
What's up?,Greeting
How's it going? !,Greeting
Hey there! !!,Greeting
Hello there! !!,Greeting
Welcome!,Greeting
What's up? !!,Greeting
Hi! !!,Greeting
Hello there!,Greeting
Nice to see you! !,Greeting
Greetings! !,Greeting
How's it going? !,Greeting
Hello! !,Greeting
Good day! !,Greeting
Hello there!,Greeting
Nice to see you! !,Greeting
Good day! !,Greeting
What's up? !,Greeting
Hey there! !,Greeting
Hi! !,Greeting
Greetings! !!,Greeting
How's it going? !,Greeting
Hello! !!,Greeting
How's it going?,Greeting
Hey there! !!,Greeting
Hello there! !!,Greeting
Hey there!,Greeting
Hi! !!,Greeting
What's up?,Greeting
Hey there! !!,Greeting
How's it going? !!,Greeting
Nice to see you!,Greeting
How's it going? !!,Greeting
Hello there! !,Greeting
What's up? !,Greeting
Hi! !!,Greeting
Hello there! !!,Greeting
Hi! !!,Greeting
Greetings! !,Greeting
Hello there! !!,Greeting
Greetings! !!,Greeting
Hi! !!,Greeting
How's it going? !,Greeting
What's up? !,Greeting
Hello! !!,Greeting
Greetings! !!,Greeting
Hi!,Greeting
Hello there!,Greeting
Welcome! !!,Greeting
Welcome!,Greeting
Hello there! !,Greeting
How's it going?,Greeting
Nice to see you! !!,Greeting
Nice to see you!,Greeting
How's it going? !,Greeting
Welcome! !!,Greeting
Welcome! !!,Greeting
Hello!,Greeting
Hello there! !,Greeting
Good day!,Greeting
Greetings!,Greeting
Hey there!,Greeting
Hi!,Greeting
Good day! !,Greeting
Greetings! !,Greeting
Hello! !,Greeting
Hey there! !,Greeting
Hey there!,Greeting
Nice to see you!,Greeting
Hi!,Greeting
Hi!,Greeting
What's up? !!,Greeting
How's it going? !,Greeting
Nice to see you! !!,Greeting
What's up? !,Greeting
Hi!,Greeting
Greetings! !!,Greeting
Greetings! !!,Greeting
What's up?,Greeting
Hello!,Greeting
Hello there!,Greeting
How's it going?,Greeting
Greetings! !!,Greeting
What's up? !!,Greeting
Nice to see you! !,Greeting
Nice to see you! !,Greeting
Welcome! !!,Greeting
Nice to see you! !!,Greeting
Nice to see you! !!,Greeting
How's it going?,Greeting
Good day! !,Greeting
How's it going? !,Greeting
Hi! !,Greeting
Hello there!,Greeting
Hey there! !!,Greeting
Hi!,Greeting
Hello! !!,Greeting
How's it going? !!,Greeting
Hello!,Greeting
Hey there!,Greeting
Welcome!,Greeting
Greetings! !,Greeting
How's it going?,Greeting
Hello! !,Greeting
How's it going? !,Greeting
Hi!,Greeting
Good day!,Greeting
Hi!,Greeting
Nice to see you! !,Greeting
What's up?,Greeting
Welcome! !!,Greeting
Welcome! !!,Greeting
Greetings! !,Greeting
Nice to see you! !,Greeting
Greetings!,Greeting
Hello!,Greeting
Hi! !!,Greeting
Hello! !,Greeting
Hello!,Greeting
Greetings!,Greeting
Welcome! !,Greeting
Hello there! !,Greeting
Greetings! !,Greeting
Hello! !,Greeting
Hi!,Greeting
Hey there! !,Greeting
What's up? !,Greeting
Hi! !!,Greeting
What's up?,Greeting
Greetings! !!,Greeting
Good day!,Greeting
Good day! !,Greeting
How's it going? !,Greeting
Hello! !!,Greeting
Welcome!,Greeting
Hi! !,Greeting
Hello! !!,Greeting
What's up? !,Greeting
Hello there! !!,Greeting
Hey there! !!,Greeting
Hello! !,Greeting
What's up? !,Greeting
Welcome! !!,Greeting
Hey there! !,Greeting
Hi! !,Greeting
Greetings! !,Greeting
Hi!,Greeting
Hello!,Greeting
Hey there! !!,Greeting
What's up? !!,Greeting
Hi! !,Greeting
Welcome!,Greeting
Welcome! !,Greeting
Greetings! !,Greeting
What's up? !,Greeting
Welcome! !!,Greeting
What's up? !!,Greeting
Welcome! !,Greeting
